city_id,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
384,loncoche,-39.37,-72.63,48.2,100,99,2.24,CL,1595256721
385,polyarnyy,69.2,33.45,78.8,41,12,4.47,RU,1595256721
386,svidnik,49.31,21.57,80.01,49,15,1.01,SK,1595256721
387,melchor de mencos,17.07,-89.15,82.4,74,45,1.1,GT,1595256721
388,newcastle,-32.93,151.78,48.99,75,0,9.17,AU,1595256722
389,poum,-20.23,164.02,70.14,60,12,14.58,NC,1595256722
390,oneonta,42.45,-75.06,78.01,80,96,1.01,US,1595256722
391,birnin kebbi,12.45,4.2,94.15,39,0,5.91,NG,1595256722
392,pisco,-13.7,-76.22,61.0,87,90,1.12,PE,1595256723
393,khorixas,-20.37,14.97,79.56,16,0,13.69,NA,1595256723
394,eenhana,-17.47,16.33,82.4,19,0,6.93,NA,1595256723
395,dasol,15.99,119.88,79.5,84,100,3.47,PH,1595256723
396,udachnyy,66.42,112.4,55.4,87,90,6.71,RU,1595256723
397,huilong,31.81,121.66,78.01,98,100,1.99,CN,1595256724
398,altay,47.87,88.12,70.72,51,100,3.91,CN,1595256724
399,nailsea,51.43,-2.76,72.0,52,40,6.93,GB,1595256724
400,andros town,24.7,-77.77,86.0,70,75,14.99,BS,1595256724
401,salalah,17.02,54.09,82.4,88,75,10.29,OM,1595256644
402,mandurah,-32.55,115.7,50.0,87,45,12.93,AU,1595256466
403,sitrah,26.15,50.62,100.4,50,8,5.82,BH,1595256724
404,kosa,59.94,55.0,69.44,63,100,7.67,RU,1595256725
405,dunedin,-45.87,170.5,46.99,81,100,7.0,NZ,1595256577
406,santa,17.49,120.43,79.56,83,66,3.76,PH,1595256725
407,kloulklubed,7.04,134.26,77.0,94,75,3.36,PW,1595256725
408,ibra,22.69,58.53,96.22,40,57,11.39,OM,1595256725
409,bria,6.54,21.99,75.11,91,95,4.76,CF,1595256726
410,ola,59.58,151.28,53.33,78,0,4.27,RU,1595256726
411,narsaq,60.92,-46.05,66.2,39,20,2.24,GL,1595256726
412,road town,18.42,-64.62,86.0,70,40,9.17,VG,1595256611
413,ouro preto do oeste,-10.75,-62.22,90.57,39,85,3.44,BR,1595256667
414,san lawrenz,36.06,14.2,80.01,69,40,5.82,MT,1595256727
415,temiscaming,46.72,-79.1,68.0,68,75,11.41,CA,1595256727
416,desaguadero,-16.57,-69.04,53.62,39,32,3.0,PE,1595256727
417,mocuba,-16.84,36.99,70.74,67,57,6.89,MZ,1595256727
418,gushikawa,26.35,127.87,82.4,88,90,5.82,JP,1595256727
419,juanjui,-7.18,-76.73,83.79,57,2,0.16,PE,1595256727
420,camacha,33.08,-16.33,75.2,53,20,19.46,PT,1595256728
421,tottori,35.5,134.23,76.44,87,100,2.04,JP,1595256728
422,ahipara,-35.17,173.17,56.48,93,51,4.79,NZ,1595256728
423,tabuk,17.42,121.44,75.38,84,85,3.2,PH,1595256728
424,hualmay,-11.1,-77.61,63.12,73,88,6.11,PE,1595256728
425,rochegda,62.8,43.25,74.5,47,0,5.21,RU,1595256728
426,tezu,27.92,96.17,73.92,87,100,4.5,IN,1595256729
427,genhe,50.78,121.52,48.54,93,27,6.2,CN,1595256729
428,la union,-5.4,-80.75,68.11,68,67,10.58,PE,1595256729
429,mujiayingzi,42.12,118.78,70.03,46,86,5.59,CN,1595256729
430,san juan del sur,11.25,-85.87,82.4,74,40,6.93,NI,1595256729
431,sao filipe,14.9,-24.5,77.52,81,15,8.63,CV,1595256730
432,wonthaggi,-38.6,145.59,52.0,93,85,11.16,AU,1595256730
433,mount gambier,-37.83,140.77,42.8,93,90,2.24,AU,1595256730
434,flinders,-34.58,150.86,51.01,62,0,4.0,AU,1595256731
435,lufilufi,-13.87,-171.6,80.01,88,95,5.01,WS,1595256731
436,mitsamiouli,-11.38,43.28,80.6,61,75,17.22,KM,1595256731
437,iquitos,-3.75,-73.25,80.6,83,75,3.36,PE,1595256562
438,helmsdale,58.12,-3.65,62.6,81,40,4.7,GB,1595256731
439,nacala,-14.54,40.67,72.63,68,42,7.76,MZ,1595256731
440,yulara,-25.24,130.99,50.0,81,96,9.17,AU,1595256731
441,pringsewu,-5.36,104.97,74.17,92,2,0.65,ID,1595256732
442,lexington,37.99,-84.48,84.0,69,1,5.82,US,1595256732
443,prince rupert,54.32,-130.32,55.4,100,96,4.16,CA,1595256732
444,caravelas,-17.71,-39.25,75.81,80,59,7.96,BR,1595256732
445,avera,33.19,-82.53,89.6,62,1,5.82,US,1595256732
446,bjornevatn,69.67,29.98,73.4,60,39,8.05,NO,1595256732
447,kamphaeng phet,16.48,99.52,82.15,81,100,1.95,TH,1595256733
448,san antonio,29.42,-98.49,84.0,78,75,4.7,US,1595256689
449,ronneby,56.21,15.28,66.2,72,75,10.29,SE,1595256733
450,haines junction,60.75,-137.51,51.69,85,99,5.99,CA,1595256733
451,garowe,8.41,48.48,83.95,42,14,23.09,SO,1595256690
452,kurumoch,53.49,50.04,80.6,34,40,6.71,RU,1595256734
453,port-gentil,-0.72,8.78,84.2,62,20,8.79,GA,1595256734
454,adrar,20.5,-10.07,108.18,12,0,12.8,MR,1595256734
455,touros,-5.2,-35.46,78.8,83,75,9.17,BR,1595256734
456,letlhakane,-21.42,25.58,72.52,21,0,11.52,BW,1595256734
457,ylojarvi,61.56,23.6,73.4,53,100,2.24,FI,1595256734
458,buckeye,33.37,-112.58,90.0,17,40,2.59,US,1595256560
459,lazaro cardenas,17.96,-102.2,83.61,73,13,4.97,MX,1595256735
460,waingapu,-9.66,120.26,73.49,81,0,8.21,ID,1595256735
461,baiyin,36.56,104.21,72.0,64,56,11.18,CN,1595256735
462,sikar,27.62,75.15,86.02,62,53,10.76,IN,1595256735
463,varkaus,62.32,27.87,73.4,64,61,5.82,FI,1595256571
464,sohbatpur,28.52,68.54,103.19,31,10,16.8,PK,1595256736
465,kosh-agach,50.0,88.67,58.01,70,69,2.04,RU,1595256736
466,corn island,12.17,-83.04,82.29,79,100,12.19,NI,1595256736
467,erdenet,49.03,104.08,54.03,84,1,2.66,MN,1595256736
468,tukrah,32.53,20.58,80.53,59,0,17.11,LY,1595256736
469,karratha,-20.74,116.85,69.37,47,0,13.96,AU,1595256737
470,ucluelet,48.93,-125.55,59.0,93,5,0.54,CA,1595256737
471,omsukchan,62.53,155.8,49.66,77,0,3.89,RU,1595256737
472,diez,50.37,8.02,75.99,48,43,7.29,DE,1595256531
473,buala,-8.14,159.59,78.89,84,18,7.27,SB,1595256737
474,igarka,67.47,86.58,55.0,66,77,11.74,RU,1595256737
475,eregli,37.51,34.05,95.88,10,0,10.85,TR,1595256738
476,kendari,-3.94,122.5,74.7,88,48,2.37,ID,1595256738
477,kostino,58.91,53.27,67.15,78,100,8.46,RU,1595256738
478,boa vista,2.82,-60.67,82.4,78,75,2.24,BR,1595256628
479,abilene,32.45,-99.73,82.0,65,1,8.05,US,1595256516
480,aksarka,66.56,67.8,64.62,57,98,7.4,RU,1595256739
481,port pirie,-33.18,138.02,48.2,93,97,6.93,AU,1595256739
482,valparaiso,-33.04,-71.63,55.4,100,75,6.93,CL,1595256739
483,bowen,-20.02,148.23,63.0,93,60,6.93,AU,1595256739
484,ternate,0.8,127.4,80.47,77,5,3.33,ID,1595256739
485,tubinskiy,52.89,58.22,82.4,30,75,11.18,RU,1595256739
486,santa cruz del sur,20.71,-78.0,85.84,65,34,8.41,CU,1595256740
487,miandrivazo,-19.52,45.47,75.25,24,0,4.09,MG,1595256740
488,pueblo bello,8.2,-76.53,77.0,94,75,4.29,CO,1595256740
489,cartersville,34.17,-84.8,90.0,70,1,3.36,US,1595256740
490,bengkulu,-3.8,102.27,79.29,87,100,8.1,ID,1595256547
491,mezen,65.85,44.24,76.82,36,0,4.61,RU,1595256741
492,khandyga,62.67,135.6,70.11,63,47,4.45,RU,1595256741
493,acajutla,13.59,-89.83,75.99,87,99,2.39,SV,1595256482
494,hambantota,6.12,81.12,77.0,94,20,3.36,LK,1595256741
495,turayf,31.67,38.66,109.4,11,40,9.17,SA,1595256741
496,lodja,-3.48,23.43,92.64,21,24,2.1,CD,1595256741
497,nizhneivkino,58.19,49.52,68.07,91,79,8.77,RU,1595256742
498,nosy varika,-20.58,48.53,67.06,71,49,7.45,MG,1595256742
499,havelock,34.88,-76.9,90.0,43,1,11.41,US,1595256742
500,padang,-0.95,100.35,80.6,88,40,1.12,ID,1595256742
501,huaihua,27.55,109.96,70.36,94,100,0.92,CN,1595256743
502,baghdad,33.34,44.4,116.6,11,0,24.16,IQ,1595256524
503,tuim,54.34,89.93,62.98,81,100,2.95,RU,1595256743
504,kattivakkam,13.22,80.32,86.0,79,20,12.75,IN,1595256743
505,voh,-20.97,164.7,61.03,71,18,3.42,NC,1595256743
506,langxiang,46.95,128.88,60.03,92,6,3.02,CN,1595256744
507,bolivar,37.61,-93.41,82.0,76,100,4.76,US,1595256547
508,vargem grande,-3.54,-43.92,88.72,45,100,6.33,BR,1595256744
509,iberia,29.95,-91.75,80.6,94,40,6.93,US,1595256744
510,alcudia,39.85,3.12,90.0,61,0,14.99,ES,1595256744
511,los llanos de aridane,28.66,-17.92,78.8,65,20,17.22,ES,1595256744
512,osakarovka,50.56,72.57,74.28,45,3,6.78,KZ,1595256744
513,comodoro rivadavia,-45.87,-67.5,42.8,87,75,9.17,AR,1595256696
514,sri aman,1.24,111.46,75.2,100,35,0.34,MY,1595256542
515,straumen,63.87,11.3,59.0,72,75,11.41,NO,1595256745
516,korem,12.51,39.52,60.08,80,100,7.4,ET,1595256745
517,bereda,43.27,-7.54,71.01,69,16,10.0,ES,1595256745
518,emba,48.83,58.14,87.13,22,0,14.07,KZ,1595256745
519,eureka,40.8,-124.16,54.0,100,65,1.59,US,1595256746
520,sakakah,29.97,40.21,114.8,6,0,11.41,SA,1595256746
521,belmonte,-15.86,-38.88,77.0,83,40,4.7,BR,1595256746
522,orlovskiy,46.87,42.06,85.12,40,0,12.8,RU,1595256746
523,cairns,-16.92,145.77,68.0,77,60,6.93,AU,1595256746
524,kaduqli,11.02,29.72,79.61,70,47,8.14,SD,1595256746
525,madimba,-10.4,40.33,80.6,57,20,17.22,TZ,1595256747
526,pathein,16.78,94.73,81.09,86,99,5.12,MM,1595256747
527,moron,-34.65,-58.62,68.0,82,100,3.36,AR,1595256747
528,mahibadhoo,3.78,72.97,83.8,76,100,19.77,MV,1595256747
529,wanlaweyn,2.62,44.89,81.79,50,67,21.09,SO,1595256747
530,kargil,34.57,76.1,60.3,34,34,6.29,IN,1595256748
531,talara,-4.58,-81.27,66.2,77,14,23.04,PE,1595256748
532,bandar,2.05,99.75,75.96,85,51,2.57,ID,1595256748
533,miandoab,36.97,46.1,102.2,15,20,6.93,IR,1595256748
534,sabang,5.89,95.32,83.86,75,100,7.92,ID,1595256748
535,broome,42.25,-75.83,81.0,73,40,14.99,US,1595256748
536,novikovo,51.15,37.89,74.66,59,46,7.0,RU,1595256749
537,korla,41.76,86.15,77.0,76,27,1.99,CN,1595256749
538,sayyan,15.17,44.32,65.71,54,61,8.3,YE,1595256749
539,biak,-0.91,122.88,76.53,83,25,5.23,ID,1595256749
540,kommunisticheskiy,61.68,64.48,65.35,53,0,5.64,RU,1595256750
541,maceio,-9.67,-35.74,78.8,74,75,21.92,BR,1595256750
542,pietersburg,-23.9,29.47,66.2,34,0,6.93,ZA,1595256750
543,kununurra,-15.77,128.73,64.4,30,10,1.12,AU,1595256750
544,rudbar,30.15,62.6,99.61,9,0,8.46,AF,1595256750
545,vieques,18.43,-65.83,87.8,66,40,13.87,PR,1595256750
546,maniitsoq,65.42,-52.9,48.97,79,100,5.23,GL,1595256751
547,dhidhdhoo,6.88,73.1,83.08,76,100,20.07,MV,1595256751
548,la ronge,55.1,-105.28,62.6,88,75,3.36,CA,1595256751
549,albuquerque,35.08,-106.65,77.0,64,40,5.82,US,1595256687
